Severity,Site Name,Source System,Life Span (minutes),Alarm Name,First Time Detected,Last Time Cleared,Alarmed Object Name,Last Time Detected,Alarmed Object Type,Alarmed Object Source System,Alarm Type,Probable Cause,Specific Problem,Is Service Affecting,Alarm ID,Previous Severity,Number Of Occurrences,Additional Text
cleared,P_24X_A_125,fdn:realm:optics,1845,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 06:29:41 000 +05:30 GMT,2024/12/02 13:15:00 000 +05:30 GMT,"P_24X_A_125/OTUODU4-3-2-4,ODU4,RCV",2024/12/01 06:29:41 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490828266,warning,1,Indicates a UAS-ODU Threshold Crossing detection:PORT-3-2-4:/och=1-frequency-tunnable/otu=1/odu4=1:ODU4:NULL
cleared,P_24X_A_130,fdn:realm:optics,2066,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 02:48:39 000 +05:30 GMT,2024/12/02 13:15:00 000 +05:30 GMT,"P_24X_A_130/OTUODU4-2-10-4,ODU4,RCV",2024/12/01 02:48:39 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490828226,warning,1,Indicates a UAS-ODU Threshold Crossing detection:PORT-2-10-4:/och=1-frequency-tunnable/otu=1/odu4=1:ODU4:NULL
cleared,MNC-FM,fdn:realm:optics,1845,Quality Threshold Crossed 15m,2024/12/01 06:29:45 000 +05:30 GMT,2024/12/02 13:15:00 000 +05:30 GMT,P_24X_A_104/OTU-1-12-2 P_24X_A_149/OTU-1-12-2 OTU4 ODU4:1,2024/12/01 06:29:45 000 +05:30 GMT,TRAIL,,QUALITY OF SERVICE,Quality Threshold Crossed 15m,-,,fdn:model:fm:HistoricalAlarm:490828005,minor,1,Quality Threshold Crossed 15m:NULL:NULL:NULL
cleared,P_24X_A_104,fdn:realm:optics,1845,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 06:29:45 000 +05:30 GMT,2024/12/02 13:15:00 000 +05:30 GMT,"P_24X_A_104/OTUODU4-1-12-2,ODU4,RCV",2024/12/01 06:29:45 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490827977,warning,1,Indicates a UAS-ODU Threshold Crossing detection:4UC400-1-12-2:/odu4=1:ODU4:NULL
cleared,MNC-FM,fdn:realm:optics,1607,Quality Threshold Crossed 15m,2024/12/01 10:27:33 000 +05:30 GMT,2024/12/02 13:15:00 000 +05:30 GMT,P_24X_A_005/OCH-1-3-1 P_24X_A_109/OCH-1-6-1 OTU4X2 ODU4:1,2024/12/01 10:27:33 000 +05:30 GMT,TRAIL,,QUALITY OF SERVICE,Quality Threshold Crossed 15m,-,,fdn:model:fm:HistoricalAlarm:490827872,minor,1,Quality Threshold Crossed 15m:NULL:NULL:NULL
cleared,P_24X_A_005,fdn:realm:optics,1607,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 10:27:33 000 +05:30 GMT,2024/12/02 13:15:00 000 +05:30 GMT,"P_24X_A_005/OTUODU4-1-3-1,ODU4,RCV",2024/12/01 10:27:33 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490827866,warning,1,Indicates a UAS-ODU Threshold Crossing detection:2UC400-1-3-1:/odu4=1:ODU4:NULL
cleared,P_24X_A_091,fdn:realm:optics,1877,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 05:58:14 000 +05:30 GMT,2024/12/02 13:15:00 000 +05:30 GMT,"P_24X_A_091/OTUODU4-1-3-2,ODU4,RCV",2024/12/01 05:58:14 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490827799,warning,1,Indicates a UAS-ODU Threshold Crossing detection:2UC400-1-3-1:/odu4=2:ODU4:NULL
cleared,P_24X_A_082,fdn:realm:optics,1579,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 10:56:03 000 +05:30 GMT,2024/12/02 13:15:00 000 +05:30 GMT,"P_24X_A_082/OTUODU4-1-21-3,ODU4,RCV",2024/12/01 10:56:03 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490827697,warning,1,Indicates a UAS-ODU Threshold Crossing detection:PORT-1-21-3:/och=1-frequency-tunnable/otu=1/odu4=1:ODU4:NULL
cleared,P_24X_A_149,fdn:realm:optics,1845,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 06:29:48 000 +05:30 GMT,2024/12/02 13:15:00 000 +05:30 GMT,"P_24X_A_149/OTUODU4-1-12-2,ODU4,RCV",2024/12/01 06:29:48 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490827688,warning,1,Indicates a UAS-ODU Threshold Crossing detection:4UC400-1-12-2:/odu4=1:ODU4:NULL
cleared,P_24X_A_037,fdn:realm:optics,1877,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 05:58:15 000 +05:30 GMT,2024/12/02 13:15:00 000 +05:30 GMT,"P_24X_A_037/OTUODU4-1-25-4,ODU4,RCV",2024/12/01 05:58:15 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490827683,warning,1,Indicates a UAS-ODU Threshold Crossing detection:2UC400-1-25-2:/odu4=4:ODU4:NULL
cleared,MNC-FM,fdn:realm:optics,1721,Optical Power Out of Range,2024/12/01 08:30:41 000 +05:30 GMT,2024/12/02 13:12:04 000 +05:30 GMT,P_24X_A_046/OCH-1-6-2 P_24X_A_062/OTU-1-13-2 OTU4,2024/12/01 08:30:41 000 +05:30 GMT,TRAIL,,COMMUNICATIONS,Optical Power Out of Range,-,,fdn:model:fm:HistoricalAlarm:490824717,minor,2,Optical Power Out of Range:NULL:NULL:NULL
cleared,P_32_A_172,fdn:realm:optics,1658,Outgoing Channel optical power out of range,2024/12/01 09:34:29 000 +05:30 GMT,2024/12/02 13:12:04 000 +05:30 GMT,"P_32_A_172/AM2125B-1-10-LINEOUT-9490.000,OCH,TRMT",2024/12/01 09:34:29 000 +05:30 GMT,TP,,COMMUNICATIONS,OPR,Outgoing Channel optical power out of range,0.0,fdn:model:fm:HistoricalAlarm:490824714,minor,1,Outgoing Channel optical power out of range:AM2125B-1-10-LINEOUT:/frequency=9490.000:OCH:NULL
cleared,MNC-FM,fdn:realm:optics,1910,Quality Threshold Crossed 15m,2024/12/01 05:10:24 000 +05:30 GMT,2024/12/02 13:00:00 000 +05:30 GMT,KOL_A9045-1-17-5-KOL_A5179-1-3-C9-PPP_A5187-1-3-C9-PPP_A9085-1-1-6-VIA-S_030+272+563,2024/12/01 05:10:24 000 +05:30 GMT,EXTERNALPHYSICALCONNECTION,,QUALITY OF SERVICE,Quality Threshold Crossed 15m,-,,fdn:model:fm:HistoricalAlarm:490822278,minor,1,Quality Threshold Crossed 15m:NULL:NULL:NULL
cleared,P_32_A_286,fdn:realm:optics,1631,Power Adjustment Failure,2024/12/01 09:54:15 000 +05:30 GMT,2024/12/02 13:04:46 000 +05:30 GMT,"P_32_A_286/AM2125B-1-10-LINEOUT,OTS,TRMT",2024/12/01 09:54:15 000 +05:30 GMT,TP,,COMMUNICATIONS,PWRADJFAIL,Power Adjustment Failure,0.0,fdn:model:fm:HistoricalAlarm:490821038,minor,1,Power Adjustment Failure:AM2125B-1-10-LINEOUT:NULL:OTS:NULL
cleared,P_24X_A_059,fdn:realm:optics,2466,Indicates a FECUBC Threshold Crossing detection,2024/11/30 19:53:57 000 +05:30 GMT,2024/12/02 13:00:01 000 +05:30 GMT,"P_24X_A_059/OCH-1-23-5,OCH,RCV",2024/12/01 06:46:52 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-FECUBC-15-MIN,Indicates a FECUBC Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490817356,warning,2,Indicates a FECUBC Threshold Crossing detection:PORT-1-23-5:/och=1-frequency-tunnable:OCH:NULL
cleared,P_4_A_582,fdn:realm:optics,1934,Indicates a OPRH tidemark Threshold Crossing detection,2024/12/01 04:49:08 000 +05:30 GMT,2024/12/02 13:03:11 000 +05:30 GMT,"P_4_A_582/A2325A-1-8-OSC,OTS,RCV",2024/12/01 04:49:08 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-OPRH-1-DAY,Indicates a OPRH tidemark Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490816638,warning,1,Indicates a OPRH tidemark Threshold Crossing detection:A2325A-1-8-OSC:NULL:OTS:NULL
cleared,MNC-FM,fdn:realm:optics,1546,Transport Failure,2024/12/01 11:10:29 000 +05:30 GMT,2024/12/02 12:56:46 000 +05:30 GMT,P_24X_A_010/OTUODU4-2-1-9 P_24X_A_054/OTUODU4-2-2-9 ODU4,2024/12/01 11:10:29 000 +05:30 GMT,TRAIL,,COMMUNICATIONS,Transport Failure,-,,fdn:model:fm:HistoricalAlarm:490813853,major,1,Transport Failure:NULL:NULL:NULL
cleared,P_M_A_163,fdn:realm:optics,1546,Open Connection Indication - ODU,2024/12/01 11:10:29 000 +05:30 GMT,2024/12/02 12:56:46 000 +05:30 GMT,"P_M_A_163/OTUODU4-1-3-C3-1-1,ODU4,RCV",2024/12/01 11:10:29 000 +05:30 GMT,TP,,COMMUNICATIONS,OCI,Open Connection Indication - ODU,1.0,fdn:model:fm:HistoricalAlarm:490813848,critical,1,Open Connection Indication - ODU:PORT-1-3-C3:/och=1-frequency-tunnable/otu=1/odu4=1:ODU4:NULL
cleared,MNC-FM,fdn:realm:optics,1533,SRG Violation,2024/12/01 11:19:47 000 +05:30 GMT,2024/12/02 12:53:15 000 +05:30 GMT,AESI-T7444-TA ODU2#0Main,2024/12/01 11:19:47 000 +05:30 GMT,ASONTRAIL,,COMMUNICATIONS,SRG Violation,-,,fdn:model:fm:HistoricalAlarm:490811553,warning,1,SRG Violation:NULL:NULL:NULL
cleared,P_24X_A_131,fdn:realm:optics,1533,GMRE ALARM,2024/12/01 11:19:47 000 +05:30 GMT,2024/12/02 12:53:15 000 +05:30 GMT,P_24X_A_131/10.63.248.5\SubnetworkConnection:398,2024/12/01 11:19:47 000 +05:30 GMT,SubNetwork Connection,,COMMUNICATIONS,SRG violation,SRG violation,0.0,fdn:model:fm:HistoricalAlarm:490811551,warning,1,GMRE ALARM:NULL:NULL:Not_Applicable:NULL
cleared,MNC-FM,fdn:realm:optics,1536,SRG Violation,2024/12/01 11:17:25 000 +05:30 GMT,2024/12/02 12:53:11 000 +05:30 GMT,BCLT-P2P-60699-MPBN-P-C ODU2#0Main,2024/12/01 11:17:25 000 +05:30 GMT,ASONTRAIL,,COMMUNICATIONS,SRG Violation,-,,fdn:model:fm:HistoricalAlarm:490810425,warning,1,SRG Violation:NULL:NULL:NULL
cleared,MNC-FM,fdn:realm:optics,1821,Transport Failure,2024/12/01 06:29:31 000 +05:30 GMT,2024/12/02 12:50:05 000 +05:30 GMT,P_24X_A_104/OTU-1-12-2 P_24X_A_149/OTU-1-12-2 OTU4 ODU4:1,2024/12/01 06:29:31 000 +05:30 GMT,TRAIL,,COMMUNICATIONS,Transport Failure,-,,fdn:model:fm:HistoricalAlarm:490803857,major,1,Transport Failure:NULL:NULL:NULL
cleared,P_24X_A_149,fdn:realm:optics,1821,Open Connection Indication - ODU,2024/12/01 06:29:34 000 +05:30 GMT,2024/12/02 12:50:05 000 +05:30 GMT,"P_24X_A_149/OTUODU4-1-12-2,ODU4,RCV",2024/12/01 06:29:34 000 +05:30 GMT,TP,,COMMUNICATIONS,OCI,Open Connection Indication - ODU,1.0,fdn:model:fm:HistoricalAlarm:490803853,critical,1,Open Connection Indication - ODU:4UC400-1-12-2:/odu4=1:ODU4:NULL
cleared,P_24X_A_104,fdn:realm:optics,1821,Open Connection Indication - ODU,2024/12/01 06:29:31 000 +05:30 GMT,2024/12/02 12:50:09 000 +05:30 GMT,"P_24X_A_104/OTUODU4-1-12-2,ODU4,RCV",2024/12/01 06:29:31 000 +05:30 GMT,TP,,COMMUNICATIONS,OCI,Open Connection Indication - ODU,1.0,fdn:model:fm:HistoricalAlarm:490803055,critical,1,Open Connection Indication - ODU:4UC400-1-12-2:/odu4=1:ODU4:NULL
cleared,P_24X_A_008,fdn:realm:optics,1998,Indicates a FE UAS-OTU Threshold Crossing detection,2024/12/01 03:26:58 000 +05:30 GMT,2024/12/02 12:45:00 000 +05:30 GMT,"P_24X_A_008/OTU-3-6-1,OTU4,RCV",2024/12/01 03:26:58 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-FEUAS-OTU-15-MIN,Indicates a FE UAS-OTU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490798046,warning,1,Indicates a FE UAS-OTU Threshold Crossing detection:4UC400-3-6-1:/frequency=tunable-number=1:OTU4:NULL
cleared,MNC-FM,fdn:realm:optics,1567,Quality Threshold Crossed 15m,2024/12/01 10:38:10 000 +05:30 GMT,2024/12/02 12:45:00 000 +05:30 GMT,P_24X_A_078/OTUODU4-2-17-3 P_24X_A_186/OTUODU4-3-13-10 ODU4,2024/12/01 10:38:10 000 +05:30 GMT,TRAIL,,QUALITY OF SERVICE,Quality Threshold Crossed 15m,-,,fdn:model:fm:HistoricalAlarm:490797912,minor,1,Quality Threshold Crossed 15m:NULL:NULL:NULL
cleared,P_24X_A_078,fdn:realm:optics,1567,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 10:38:10 000 +05:30 GMT,2024/12/02 12:45:00 000 +05:30 GMT,"P_24X_A_078/OTUODU4-2-17-3,ODU4,RCV",2024/12/01 10:38:10 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490797900,warning,1,Indicates a UAS-ODU Threshold Crossing detection:PORT-2-17-3:/och=1-frequency-tunnable/otu=1/odu4=1:ODU4:NULL
cleared,MNC-FM,fdn:realm:optics,1992,Quality Threshold Crossed 15m,2024/12/01 03:33:00 000 +05:30 GMT,2024/12/02 12:45:00 000 +05:30 GMT,P_24X_A_043/OTUODU4-2-1-4 P_24X_A_182/OTUODU4-2-4-2 ODU4,2024/12/01 03:33:00 000 +05:30 GMT,TRAIL,,QUALITY OF SERVICE,Quality Threshold Crossed 15m,-,,fdn:model:fm:HistoricalAlarm:490797744,minor,1,Quality Threshold Crossed 15m:NULL:NULL:NULL
cleared,P_24X_A_182,fdn:realm:optics,1992,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 03:33:00 000 +05:30 GMT,2024/12/02 12:45:00 000 +05:30 GMT,"P_24X_A_182/OTUODU4-2-4-2,ODU4,RCV",2024/12/01 03:33:00 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490797724,warning,1,Indicates a UAS-ODU Threshold Crossing detection:PORT-2-4-2:/och=1-frequency-tunnable/otu=1/odu4=1:ODU4:NULL
cleared,P_24X_A_043,fdn:realm:optics,1992,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 03:33:00 000 +05:30 GMT,2024/12/02 12:45:00 000 +05:30 GMT,"P_24X_A_043/OTUODU4-2-1-4,ODU4,RCV",2024/12/01 03:33:00 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490797616,warning,1,Indicates a UAS-ODU Threshold Crossing detection:PORT-2-1-4:/och=1-frequency-tunnable/otu=1/odu4=1:ODU4:NULL
cleared,MNC-FM,fdn:realm:optics,1707,Optical Power Out of Range,2024/12/01 08:13:16 000 +05:30 GMT,2024/12/02 12:40:42 000 +05:30 GMT,P_24X_A_046/PORT-1-4-4 P_24X_A_062/PORT-1-4-4 OTSIG TUNNEL P_24X_A_046/OTSIG-1-4-4 P_24X_A_062/OTSIG-1-4-4 OTSIG#1,2024/12/01 08:13:16 000 +05:30 GMT,TRAIL,,COMMUNICATIONS,Optical Power Out of Range,-,,fdn:model:fm:HistoricalAlarm:490796116,minor,1,Optical Power Out of Range:NULL:NULL:NULL
cleared,P_32_A_505,fdn:realm:optics,1707,Outgoing Channel optical power out of range,2024/12/01 08:13:16 000 +05:30 GMT,2024/12/02 12:40:42 000 +05:30 GMT,"P_32_A_505/AM2125B-1-10-LINEOUT-9221.250,OCH,TRMT",2024/12/01 08:13:16 000 +05:30 GMT,TP,,COMMUNICATIONS,OPR,Outgoing Channel optical power out of range,0.0,fdn:model:fm:HistoricalAlarm:490796115,minor,1,Outgoing Channel optical power out of range:AM2125B-1-10-LINEOUT:/frequency=9221.250:OCH:NULL
cleared,P_32_A_505,fdn:realm:optics,1707,Outgoing Channel optical power out of range,2024/12/01 08:13:16 000 +05:30 GMT,2024/12/02 12:40:32 000 +05:30 GMT,"P_32_A_505/AM2125B-1-10-LINEOUT-9213.750,OCH,TRMT",2024/12/01 08:13:16 000 +05:30 GMT,TP,,COMMUNICATIONS,OPR,Outgoing Channel optical power out of range,0.0,fdn:model:fm:HistoricalAlarm:490796033,minor,1,Outgoing Channel optical power out of range:AM2125B-1-10-LINEOUT:/frequency=9213.750:OCH:NULL
cleared,P_32_A_505,fdn:realm:optics,1707,Outgoing Channel optical power out of range,2024/12/01 08:13:16 000 +05:30 GMT,2024/12/02 12:40:32 000 +05:30 GMT,"P_32_A_505/AM2125B-1-10-LINEOUT-9206.250,OCH,TRMT",2024/12/01 08:13:16 000 +05:30 GMT,TP,,COMMUNICATIONS,OPR,Outgoing Channel optical power out of range,0.0,fdn:model:fm:HistoricalAlarm:490796032,minor,1,Outgoing Channel optical power out of range:AM2125B-1-10-LINEOUT:/frequency=9206.250:OCH:NULL
cleared,MNC-FM,fdn:realm:optics,1534,Quality Threshold Crossed 15m,2024/12/01 10:56:03 000 +05:30 GMT,2024/12/02 12:30:00 000 +05:30 GMT,P_24X_A_025/OTUODU4-2-11-9 P_24X_A_050/OTUODU4-1-5-7 ODU4,2024/12/01 10:56:03 000 +05:30 GMT,TRAIL,,QUALITY OF SERVICE,Quality Threshold Crossed 15m,-,,fdn:model:fm:HistoricalAlarm:490794121,minor,1,Quality Threshold Crossed 15m:NULL:NULL:NULL
cleared,P_M_A_156,fdn:realm:optics,1534,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 10:56:03 000 +05:30 GMT,2024/12/02 12:30:00 000 +05:30 GMT,"P_M_A_156/OTUODU4-1-1-8,ODU4,RCV",2024/12/01 10:56:03 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490794119,warning,1,Indicates a UAS-ODU Threshold Crossing detection:OTU-1-1-8:/odu4=1:ODU4:NULL
cleared,MNC-FM,fdn:realm:optics,1997,Quality Threshold Crossed 15m,2024/12/01 03:13:18 000 +05:30 GMT,2024/12/02 12:30:01 000 +05:30 GMT,PDR_A9062-3-14-8-PDR_A5441-1-3-C8-VJW_A5399-1-3-C8-VJW_A9080-3-5-1-VIA-S_334+333,2024/12/01 03:13:18 000 +05:30 GMT,EXTERNALPHYSICALCONNECTION,,QUALITY OF SERVICE,Quality Threshold Crossed 15m,-,,fdn:model:fm:HistoricalAlarm:490794040,minor,1,Quality Threshold Crossed 15m:NULL:NULL:NULL
cleared,MNC-FM,fdn:realm:optics,1997,Quality Threshold Crossed 15m,2024/12/01 03:13:29 000 +05:30 GMT,2024/12/02 12:30:00 000 +05:30 GMT,P_24X_A_039/OTUODU4-4-10-2 P_24X_A_186/OTUODU4-3-24-1 ODU4,2024/12/01 03:13:29 000 +05:30 GMT,TRAIL,,QUALITY OF SERVICE,Quality Threshold Crossed 15m,-,,fdn:model:fm:HistoricalAlarm:490793896,minor,1,Quality Threshold Crossed 15m:NULL:NULL:NULL
cleared,P_M_A_498,fdn:realm:optics,1996,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 03:13:32 000 +05:30 GMT,2024/12/02 12:30:00 000 +05:30 GMT,"P_M_A_498/OTUODU4-1-3-C8-1-1,ODU4,RCV",2024/12/01 03:13:32 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490793895,warning,1,Indicates a UAS-ODU Threshold Crossing detection:PORT-1-3-C8:/och=1-frequency-tunnable/otu=1/odu4=1:ODU4:NULL
cleared,P_M_A_091,fdn:realm:optics,1534,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 10:56:03 000 +05:30 GMT,2024/12/02 12:30:00 000 +05:30 GMT,"P_M_A_091/OTUODU4-1-3-2,ODU4,RCV",2024/12/01 10:56:03 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490793758,warning,1,Indicates a UAS-ODU Threshold Crossing detection:OTU-1-3-2:/odu4=1:ODU4:NULL
cleared,P_M_A_141,fdn:realm:optics,1997,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 03:13:29 000 +05:30 GMT,2024/12/02 12:30:00 000 +05:30 GMT,"P_M_A_141/OTUODU4-1-1-C3-1-1,ODU4,RCV",2024/12/01 03:13:29 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490793727,warning,1,Indicates a UAS-ODU Threshold Crossing detection:PORT-1-1-C3:/och=1-frequency-tunnable/otu=1/odu4=1:ODU4:NULL
cleared,MNC-FM,fdn:realm:optics,1977,Quality Threshold Crossed 15m,2024/12/01 03:32:48 000 +05:30 GMT,2024/12/02 12:30:00 000 +05:30 GMT,ANR_A9086-2-10-2-ANR_A5372-1-1-C2-MUM_CDV_A5365-1-1-C2-MUM_CDV_A9055-4-18-2-VIA-S_122+173,2024/12/01 03:32:48 000 +05:30 GMT,EXTERNALPHYSICALCONNECTION,,QUALITY OF SERVICE,Quality Threshold Crossed 15m,-,,fdn:model:fm:HistoricalAlarm:490793588,minor,1,Quality Threshold Crossed 15m:NULL:NULL:NULL
cleared,P_24X_A_172,fdn:realm:optics,988,Loss of Frame - oFEC,2024/11/30 19:28:04 000 +05:30 GMT,2024/12/01 11:56:25 000 +05:30 GMT,"P_24X_A_172/OTSI-2-2-2,OTSI,RCV",2024/12/01 11:56:25 000 +05:30 GMT,TP,,COMMUNICATIONS,LOF-DO,Loss of Frame - oFEC,1.0,fdn:model:fm:HistoricalAlarm:490792363,critical,2,Loss of Frame - oFEC:PORT-2-2-2:/otsi=1-frequency=WXYZ:OTSI:NULL
cleared,P_24X_A_172,fdn:realm:optics,2467,Loss of Frame - OTU,2024/11/30 19:27:56 000 +05:30 GMT,2024/12/02 12:34:31 000 +05:30 GMT,"P_24X_A_172/OTU-2-2-5,OTU4,RCV",2024/12/01 11:58:03 000 +05:30 GMT,TP,,COMMUNICATIONS,LOF,Loss of Frame - OTU,1.0,fdn:model:fm:HistoricalAlarm:490792321,critical,2,Loss of Frame - OTU:OTU-2-2-5:NULL:OTU4:NULL
cleared,P_24X_A_055,fdn:realm:optics,3348,Trail Identifier Mismatch - TCM,2024/11/30 04:46:15 000 +05:30 GMT,2024/12/02 12:34:10 000 +05:30 GMT,"P_24X_A_055/OTUODU4TCM-1-4-4-6-BM,ODU4TCM,RCV",2024/12/01 03:42:12 000 +05:30 GMT,TP,,COMMUNICATIONS,TIMTCM,Trail Identifier Mismatch - TCM,1.0,fdn:model:fm:HistoricalAlarm:490792067,critical,8,Trail Identifier Mismatch - TCM:PORT-1-4-4:/och=1-frequency-tunnable/otu=1/odu4=1:ODU4:NULL
cleared,P_24X_A_058,fdn:realm:optics,2467,Backward Defect Indication - OTU,2024/11/30 19:26:27 000 +05:30 GMT,2024/12/02 12:33:29 000 +05:30 GMT,"P_24X_A_058/OTU-2-18-5,OTU4,RCV",2024/12/01 11:58:03 000 +05:30 GMT,TP,,COMMUNICATIONS,BDI,Backward Defect Indication - OTU,0.0,fdn:model:fm:HistoricalAlarm:490790814,major,3,Backward Defect Indication - OTU:OTU-2-18-5:NULL:OTU4:NULL
cleared,P_32_A_323,fdn:realm:optics,1946,Power management suspended,2024/12/01 04:07:35 000 +05:30 GMT,2024/12/02 12:33:33 000 +05:30 GMT,"P_32_A_323/WRT-1-14-SIG-9565.000,OCH,TRMT",2024/12/01 04:07:35 000 +05:30 GMT,TP,,COMMUNICATIONS,PWRSUSP,Power management suspended,0.0,fdn:model:fm:HistoricalAlarm:490790510,minor,1,Power management suspended:WRT-1-14-SIG:/frequency=9565.000:OCH:NULL
cleared,P_M_A_452,fdn:realm:optics,1519,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 11:10:34 000 +05:30 GMT,2024/12/02 12:30:00 000 +05:30 GMT,"P_M_A_452/OTUODU4-1-1-C1-1-1,ODU4,RCV",2024/12/01 11:10:34 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490789564,warning,1,Indicates a UAS-ODU Threshold Crossing detection:PORT-1-1-C1:/och=1-frequency-tunnable/otu=1/odu4=1:ODU4:NULL
cleared,P_M_A_049,fdn:realm:optics,1996,Indicates a UAS-ODU Threshold Crossing detection,2024/12/01 03:13:32 000 +05:30 GMT,2024/12/02 12:30:00 000 +05:30 GMT,"P_M_A_049/OTUODU4-1-1-C3-1-1,ODU4,RCV",2024/12/01 03:13:32 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490789511,warning,1,Indicates a UAS-ODU Threshold Crossing detection:PORT-1-1-C3:/och=1-frequency-tunnable/otu=1/odu4=1:ODU4:NULL
cleared,P_M_A_090,fdn:realm:optics,2421,Indicates a UAS-ODU Threshold Crossing detection,2024/11/30 20:09:30 000 +05:30 GMT,2024/12/02 12:30:00 000 +05:30 GMT,"P_M_A_090/OTUODU4-1-1-C9-1-1,ODU4,RCV",2024/12/01 11:10:41 000 +05:30 GMT,TP,,QUALITY OF SERVICE,T-UAS-ODU-15-MIN,Indicates a UAS-ODU Threshold Crossing detection,0.0,fdn:model:fm:HistoricalAlarm:490789448,warning,2,Indicates a UAS-ODU Threshold Crossing detection:PORT-1-1-C9:/och=1-frequency-tunnable/otu=1/odu4=1:ODU4:NULL
