Severity,Site Name,Source System,Life Span (minutes),Alarm Name,Alarmed Object Name,Alarmed Object Type,Alarm Type,Specific Problem,Is Service Affecting,Previous Severity,Number Of Occurrences,is_active,Probable Cause Merged,First Time Detected Clean,hour,dayofweek,Next Alarm Timestamp,Next Alarm Unix,This Alarm Unix
1,635,0,1232,193,48696,15,3,391,0.0,1,1,1,111,2024-12-02 00:24:17,0,0,2024-12-02 00:24:18,1733099058,1733099057
1,670,0,1231,253,95414,20,3,544,0.0,1,1,1,49,2024-12-02 00:24:18,0,0,2024-12-02 00:24:19,1733099059,1733099058
1,635,0,1231,193,48718,15,3,391,0.0,1,1,1,111,2024-12-02 00:24:19,0,0,2024-12-02 00:24:20,1733099060,1733099059
1,287,0,1231,253,92077,20,3,544,0.0,1,1,1,49,2024-12-02 00:24:20,0,0,2024-12-02 00:24:21,1733099061,1733099060
0,2277,1,6,167,71164,17,1,276,0.0,3,3,0,97,2024-12-02 00:24:21,0,0,2024-12-02 00:24:22,1733099062,1733099061
0,2674,1,0,99,78303,27,1,41,0.0,2,1,0,71,2024-12-02 00:24:22,0,0,2024-12-02 00:24:23,1733099063,1733099062
0,0,1,776,171,59282,18,2,1,1.0,3,1,0,100,2024-12-02 00:24:23,0,0,2024-12-02 00:24:24,1733099064,1733099063
1,635,0,1231,191,48774,15,3,389,0.0,1,1,1,111,2024-12-02 00:24:24,0,0,2024-12-02 00:24:25,1733099065,1733099064
1,287,0,1231,253,92078,20,3,544,0.0,1,1,1,49,2024-12-02 00:24:25,0,0,2024-12-02 00:24:26,1733099066,1733099065
0,225,1,726,52,56987,17,2,1248,0.0,4,1,0,34,2024-12-02 00:24:26,0,0,2024-12-02 00:24:27,1733099067,1733099066
0,291,1,776,52,59283,17,2,1248,0.0,4,1,0,34,2024-12-02 00:24:27,0,0,2024-12-02 00:24:28,1733099068,1733099067
1,635,0,1231,193,48829,15,3,391,0.0,1,1,1,111,2024-12-02 00:24:28,0,0,2024-12-02 00:24:30,1733099070,1733099068
1,635,0,1231,191,48840,15,3,389,0.0,1,1,1,111,2024-12-02 00:24:30,0,0,2024-12-02 00:24:31,1733099071,1733099070
1,1591,0,1231,253,66977,20,3,544,0.0,1,1,1,49,2024-12-02 00:24:31,0,0,2024-12-02 00:24:32,1733099072,1733099071
0,1113,1,50,20,47144,17,2,894,0.0,4,1,0,11,2024-12-02 00:24:32,0,0,2024-12-02 00:24:33,1733099073,1733099072
1,670,0,1231,253,95417,20,3,544,0.0,1,1,1,49,2024-12-02 00:24:33,0,0,2024-12-02 00:24:34,1733099074,1733099073
0,0,1,0,132,60925,18,0,1,1.0,3,1,0,92,2024-12-02 00:24:34,0,0,2024-12-02 00:24:35,1733099075,1733099074
0,2409,1,0,167,74667,17,1,276,0.0,3,1,0,97,2024-12-02 00:24:35,0,0,2024-12-02 00:24:36,1733099076,1733099075
0,2409,1,0,167,74648,17,1,276,0.0,3,1,0,97,2024-12-02 00:24:36,0,0,2024-12-02 00:24:37,1733099077,1733099076
0,1558,1,8,277,66933,17,0,303,0.0,3,4,0,89,2024-12-02 00:24:37,0,0,2024-12-02 00:24:38,1733099078,1733099077
1,546,0,1231,191,36914,15,3,389,0.0,1,1,1,111,2024-12-02 00:24:38,0,0,2024-12-02 00:24:40,1733099080,1733099078
1,635,0,1231,191,48885,15,3,389,0.0,1,1,1,111,2024-12-02 00:24:40,0,0,2024-12-02 00:24:41,1733099081,1733099080
1,635,0,1231,193,48918,15,3,391,0.0,1,1,1,111,2024-12-02 00:24:41,0,0,2024-12-02 00:24:42,1733099082,1733099081
1,635,0,1231,193,48940,15,3,391,0.0,1,1,1,111,2024-12-02 00:24:42,0,0,2024-12-02 00:24:43,1733099083,1733099082
0,0,1,0,177,43784,1,0,1,1.0,4,1,0,107,2024-12-02 00:24:43,0,0,2024-12-02 00:24:44,1733099084,1733099083
1,291,0,1231,193,25321,15,3,391,0.0,1,1,1,111,2024-12-02 00:24:44,0,0,2024-12-02 00:24:45,1733099085,1733099084
0,0,1,35,171,4682,26,2,1,1.0,3,1,0,100,2024-12-02 00:24:45,0,0,2024-12-02 00:24:46,1733099086,1733099085
1,2343,0,1231,253,72356,20,3,544,0.0,1,1,1,49,2024-12-02 00:24:46,0,0,2024-12-02 00:24:47,1733099087,1733099086
1,2875,0,1231,253,87282,20,3,544,0.0,1,1,1,49,2024-12-02 00:24:47,0,0,2024-12-02 00:24:48,1733099088,1733099087
0,1900,1,70,25,1915,17,2,902,0.0,4,1,0,15,2024-12-02 00:24:48,0,0,2024-12-02 00:24:50,1733099090,1733099088
0,2380,1,0,74,74042,0,0,1410,0.0,3,1,0,59,2024-12-02 00:24:50,0,0,2024-12-02 00:24:51,1733099091,1733099090
1,2343,0,1231,253,72357,20,3,544,0.0,1,1,1,49,2024-12-02 00:24:51,0,0,2024-12-02 00:24:52,1733099092,1733099091
1,2875,0,1231,253,87283,20,3,544,0.0,1,1,1,49,2024-12-02 00:24:52,0,0,2024-12-02 00:24:53,1733099093,1733099092
1,635,0,1231,193,49007,15,3,391,0.0,1,1,1,111,2024-12-02 00:24:53,0,0,2024-12-02 00:24:54,1733099094,1733099093
0,0,1,29,290,50532,18,0,1,1.0,4,1,0,13,2024-12-02 00:24:54,0,0,2024-12-02 00:24:56,1733099096,1733099094
1,2710,0,1231,331,78780,2,3,666,0.0,1,1,1,56,2024-12-02 00:24:56,0,0,2024-12-02 00:24:57,1733099097,1733099096
1,635,0,1231,193,49051,15,3,391,0.0,1,1,1,111,2024-12-02 00:24:57,0,0,2024-12-02 00:24:58,1733099098,1733099097
1,748,0,1231,253,96121,20,3,544,0.0,1,1,1,49,2024-12-02 00:24:58,0,0,2024-12-02 00:24:59,1733099099,1733099098
1,635,0,1231,193,49073,15,3,391,0.0,1,1,1,111,2024-12-02 00:24:59,0,0,2024-12-02 00:25:00,1733099100,1733099099
1,2710,0,1231,173,78781,14,3,286,0.0,1,1,1,102,2024-12-02 00:25:00,0,0,2024-12-02 00:25:01,1733099101,1733099100
0,2882,1,0,307,53601,27,1,642,0.0,3,1,0,35,2024-12-02 00:25:01,0,0,2024-12-02 00:25:02,1733099102,1733099101
1,2875,0,1231,253,87286,20,3,544,0.0,1,1,1,49,2024-12-02 00:25:02,0,0,2024-12-02 00:25:03,1733099103,1733099102
0,1862,1,0,307,1552,27,1,642,0.0,3,1,0,35,2024-12-02 00:25:03,0,0,2024-12-02 00:25:04,1733099104,1733099103
0,3,1,50,9,54234,17,2,734,0.0,4,1,0,140,2024-12-02 00:25:04,0,0,2024-12-02 00:25:05,1733099105,1733099104
1,635,0,1231,191,49084,15,3,389,0.0,1,1,1,111,2024-12-02 00:25:05,0,0,2024-12-02 00:25:06,1733099106,1733099105
1,635,0,1231,193,49118,15,3,391,0.0,1,1,1,111,2024-12-02 00:25:06,0,0,2024-12-02 00:25:07,1733099107,1733099106
0,1125,1,10,147,65630,17,0,168,0.0,3,1,0,89,2024-12-02 00:25:07,0,0,2024-12-02 00:25:08,1733099108,1733099107
0,1968,1,1,167,67731,17,0,276,0.0,3,1,0,96,2024-12-02 00:25:08,0,0,2024-12-02 00:25:09,1733099109,1733099108
0,2714,1,0,49,85926,17,2,1213,0.0,4,1,0,32,2024-12-02 00:25:09,0,0,2024-12-02 00:25:11,1733099111,1733099109
1,529,0,1231,253,94227,20,3,544,0.0,1,1,1,49,2024-12-02 00:25:11,0,0,2024-12-02 00:25:12,1733099112,1733099111
1,2875,0,1231,253,87288,20,3,544,0.0,1,1,1,49,2024-12-02 00:25:12,0,0,2024-12-02 00:25:13,1733099113,1733099112
1,1215,0,1231,253,100246,20,3,544,0.0,1,1,1,49,2024-12-02 00:25:13,0,0,2024-12-02 00:25:14,1733099114,1733099113
0,635,1,1,123,61953,27,1,135,0.0,3,1,0,91,2024-12-02 00:25:14,0,0,2024-12-02 00:25:15,1733099115,1733099114
0,0,1,20,171,44270,26,2,1,1.0,3,1,0,100,2024-12-02 00:25:15,0,0,2024-12-02 00:25:16,1733099116,1733099115
1,529,0,1231,253,94228,20,3,544,0.0,1,1,1,49,2024-12-02 00:25:16,0,0,2024-12-02 00:25:18,1733099118,1733099116
0,0,1,3,304,99767,13,0,1,1.0,2,1,0,94,2024-12-02 00:25:18,0,0,2024-12-02 00:25:19,1733099119,1733099118
0,646,1,305,20,62045,17,2,894,0.0,4,1,0,10,2024-12-02 00:25:19,0,0,2024-12-02 00:25:20,1733099120,1733099119
0,598,1,9,148,94838,17,0,197,1.0,0,2,0,67,2024-12-02 00:25:20,0,0,2024-12-02 00:25:21,1733099121,1733099120
0,0,1,9,175,101141,13,0,1,1.0,3,1,0,104,2024-12-02 00:25:21,0,0,2024-12-02 00:25:22,1733099122,1733099121
0,269,1,0,307,58353,27,1,642,0.0,3,1,0,35,2024-12-02 00:25:22,0,0,2024-12-02 00:25:23,1733099123,1733099122
1,1215,0,1230,253,100248,20,3,544,0.0,1,1,1,49,2024-12-02 00:25:23,0,0,2024-12-02 00:25:24,1733099124,1733099123
0,2666,1,0,99,78284,27,1,41,0.0,2,1,0,71,2024-12-02 00:25:24,0,0,2024-12-02 00:25:26,1733099126,1733099124
1,2710,0,1230,173,78786,14,3,286,0.0,1,1,1,102,2024-12-02 00:25:26,0,0,2024-12-02 00:25:27,1733099127,1733099126
0,2216,1,10,83,48601,17,0,1441,1.0,0,3,0,61,2024-12-02 00:25:27,0,0,2024-12-02 00:25:28,1733099128,1733099127
0,147,1,10,83,56155,17,0,1441,1.0,0,3,0,61,2024-12-02 00:25:28,0,0,2024-12-02 00:25:29,1733099129,1733099128
1,336,0,1230,188,27250,15,3,387,0.0,1,1,1,111,2024-12-02 00:25:29,0,0,2024-12-02 00:25:30,1733099130,1733099129
1,258,0,1230,173,57215,14,3,286,0.0,1,1,1,102,2024-12-02 00:25:30,0,0,2024-12-02 00:25:31,1733099131,1733099130
0,203,1,3,324,89312,24,0,331,0.0,2,2,0,94,2024-12-02 00:25:31,0,0,2024-12-02 00:25:33,1733099133,1733099131
1,1215,0,1230,253,100250,20,3,544,0.0,1,1,1,49,2024-12-02 00:25:33,0,0,2024-12-02 00:25:34,1733099134,1733099133
0,2549,1,0,324,51114,24,0,328,0.0,2,1,0,94,2024-12-02 00:25:34,0,0,2024-12-02 00:25:35,1733099135,1733099134
1,2710,0,1230,331,78787,2,3,666,0.0,1,1,1,56,2024-12-02 00:25:35,0,0,2024-12-02 00:25:36,1733099136,1733099135
1,1293,0,1230,253,100941,20,3,544,0.0,1,1,1,49,2024-12-02 00:25:36,0,0,2024-12-02 00:25:38,1733099138,1733099136
0,2489,1,625,147,76297,17,0,168,0.0,3,3,0,89,2024-12-02 00:25:38,0,0,2024-12-02 00:25:39,1733099139,1733099138
0,190,1,5,233,88888,17,2,485,0.0,4,1,0,94,2024-12-02 00:25:39,0,0,2024-12-02 00:25:41,1733099141,1733099139
1,1293,0,1230,253,100942,20,3,544,0.0,1,1,1,49,2024-12-02 00:25:41,0,0,2024-12-02 00:25:43,1733099143,1733099141
1,1115,0,1230,253,99419,20,3,544,0.0,1,1,1,49,2024-12-02 00:25:43,0,0,2024-12-02 00:25:45,1733099145,1733099143
1,635,0,1230,191,49220,15,3,389,0.0,1,1,1,111,2024-12-02 00:25:45,0,0,2024-12-02 00:25:46,1733099146,1733099145
1,1293,0,1230,253,100943,20,3,544,0.0,1,1,1,49,2024-12-02 00:25:46,0,0,2024-12-02 00:25:47,1733099147,1733099146
1,2710,0,1230,331,78789,2,3,666,0.0,1,1,1,56,2024-12-02 00:25:47,0,0,2024-12-02 00:25:48,1733099148,1733099147
1,522,0,1230,253,94156,20,3,544,0.0,1,1,1,49,2024-12-02 00:25:48,0,0,2024-12-02 00:25:50,1733099150,1733099148
1,635,0,1230,191,49286,15,3,389,0.0,1,1,1,111,2024-12-02 00:25:50,0,0,2024-12-02 00:25:51,1733099151,1733099150
1,635,0,1230,193,49342,15,3,391,0.0,1,1,1,111,2024-12-02 00:25:51,0,0,2024-12-02 00:25:52,1733099152,1733099151
0,0,1,49,165,103399,13,0,1,1.0,3,1,0,98,2024-12-02 00:25:52,0,0,2024-12-02 00:25:53,1733099153,1733099152
0,0,1,49,165,98101,13,0,1,1.0,3,1,0,98,2024-12-02 00:25:53,0,0,2024-12-02 00:25:54,1733099154,1733099153
1,522,0,1230,253,94157,20,3,544,0.0,1,1,1,49,2024-12-02 00:25:54,0,0,2024-12-02 00:25:56,1733099156,1733099154
1,2622,0,1230,253,77967,20,3,544,0.0,1,1,1,49,2024-12-02 00:25:56,0,0,2024-12-02 00:25:57,1733099157,1733099156
0,657,1,1,100,62182,27,1,43,0.0,3,1,0,79,2024-12-02 00:25:57,0,0,2024-12-02 00:25:58,1733099158,1733099157
1,635,0,1230,193,49386,15,3,391,0.0,1,1,1,111,2024-12-02 00:25:58,0,0,2024-12-02 00:25:59,1733099159,1733099158
1,2710,0,1230,331,78791,2,3,666,0.0,1,1,1,56,2024-12-02 00:25:59,0,0,2024-12-02 00:26:00,1733099160,1733099159
0,234,1,0,324,90806,16,0,469,0.0,4,1,0,131,2024-12-02 00:26:00,0,0,2024-12-02 00:26:01,1733099161,1733099160
1,2622,0,1230,253,77968,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:01,0,0,2024-12-02 00:26:02,1733099162,1733099161
1,2710,0,1230,173,78792,14,3,286,0.0,1,1,1,102,2024-12-02 00:26:02,0,0,2024-12-02 00:26:03,1733099163,1733099162
0,1085,1,49,332,99168,17,0,695,1.0,0,4,0,68,2024-12-02 00:26:03,0,0,2024-12-02 00:26:04,1733099164,1733099163
1,522,0,1230,253,94159,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:04,0,0,2024-12-02 00:26:05,1733099165,1733099164
0,0,1,0,217,90440,1,0,1,1.0,4,1,0,130,2024-12-02 00:26:05,0,0,2024-12-02 00:26:06,1733099166,1733099165
1,2622,0,1230,253,77969,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:06,0,0,2024-12-02 00:26:07,1733099167,1733099166
1,635,0,1230,193,49430,15,3,391,0.0,1,1,1,111,2024-12-02 00:26:07,0,0,2024-12-02 00:26:08,1733099168,1733099167
0,2271,1,0,324,49175,16,0,368,0.0,4,1,0,103,2024-12-02 00:26:08,0,0,2024-12-02 00:26:09,1733099169,1733099168
1,635,0,1230,191,49442,15,3,389,0.0,1,1,1,111,2024-12-02 00:26:09,0,0,2024-12-02 00:26:10,1733099170,1733099169
1,535,0,1230,188,39213,15,3,387,0.0,1,1,1,111,2024-12-02 00:26:10,0,0,2024-12-02 00:26:11,1733099171,1733099170
0,0,1,19,171,5198,26,2,1,1.0,3,1,0,100,2024-12-02 00:26:11,0,0,2024-12-02 00:26:12,1733099172,1733099171
0,946,1,19,32,64553,17,2,931,0.0,4,1,0,7,2024-12-02 00:26:12,0,0,2024-12-02 00:26:13,1733099173,1733099172
1,535,0,1230,193,39154,15,3,391,0.0,1,1,1,111,2024-12-02 00:26:13,0,0,2024-12-02 00:26:14,1733099174,1733099173
1,2301,0,1230,253,71522,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:14,0,0,2024-12-02 00:26:15,1733099175,1733099174
0,0,1,0,183,43802,1,0,1,1.0,4,1,0,116,2024-12-02 00:26:15,0,0,2024-12-02 00:26:16,1733099176,1733099175
1,535,0,1230,191,39297,15,3,389,0.0,1,1,1,111,2024-12-02 00:26:16,0,0,2024-12-02 00:26:17,1733099177,1733099176
1,535,0,1230,191,39375,15,3,389,0.0,1,1,1,111,2024-12-02 00:26:17,0,0,2024-12-02 00:26:18,1733099178,1733099177
1,635,0,1229,193,49586,15,3,391,0.0,1,1,1,111,2024-12-02 00:26:18,0,0,2024-12-02 00:26:19,1733099179,1733099178
1,2301,0,1229,253,71523,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:19,0,0,2024-12-02 00:26:20,1733099180,1733099179
1,635,0,1229,193,49608,15,3,391,0.0,1,1,1,111,2024-12-02 00:26:20,0,0,2024-12-02 00:26:21,1733099181,1733099180
1,2286,0,1229,253,71296,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:21,0,0,2024-12-02 00:26:22,1733099182,1733099181
1,635,0,1229,193,49630,15,3,391,0.0,1,1,1,111,2024-12-02 00:26:22,0,0,2024-12-02 00:26:23,1733099183,1733099182
1,1157,0,1229,253,99776,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:23,0,0,2024-12-02 00:26:24,1733099184,1733099183
1,2301,0,1229,253,71524,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:24,0,0,2024-12-02 00:26:25,1733099185,1733099184
1,635,0,1229,193,49652,15,3,391,0.0,1,1,1,111,2024-12-02 00:26:25,0,0,2024-12-02 00:26:26,1733099186,1733099185
1,635,0,1229,193,49675,15,3,391,0.0,1,1,1,111,2024-12-02 00:26:26,0,0,2024-12-02 00:26:27,1733099187,1733099186
1,635,0,1229,193,49697,15,3,391,0.0,1,1,1,111,2024-12-02 00:26:27,0,0,2024-12-02 00:26:28,1733099188,1733099187
1,635,0,1229,191,49708,15,3,389,0.0,1,1,1,111,2024-12-02 00:26:28,0,0,2024-12-02 00:26:29,1733099189,1733099188
0,2500,1,1,312,76447,27,1,647,0.0,0,1,0,50,2024-12-02 00:26:29,0,0,2024-12-02 00:26:31,1733099191,1733099189
0,0,1,48,136,58852,18,0,1,1.0,3,1,0,93,2024-12-02 00:26:31,0,0,2024-12-02 00:26:32,1733099192,1733099191
0,2443,1,6,123,75335,17,1,135,0.0,3,1,0,91,2024-12-02 00:26:32,0,0,2024-12-02 00:26:33,1733099193,1733099192
1,1157,0,1229,253,99778,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:33,0,0,2024-12-02 00:26:34,1733099194,1733099193
0,2746,1,0,99,86147,27,1,42,0.0,2,1,0,71,2024-12-02 00:26:34,0,0,2024-12-02 00:26:35,1733099195,1733099194
0,446,1,7,307,46297,27,1,642,0.0,3,1,0,35,2024-12-02 00:26:35,0,0,2024-12-02 00:26:36,1733099196,1733099195
1,2561,0,1229,253,77413,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:36,0,0,2024-12-02 00:26:37,1733099197,1733099196
1,635,0,1229,193,49763,15,3,391,0.0,1,1,1,111,2024-12-02 00:26:37,0,0,2024-12-02 00:26:38,1733099198,1733099197
1,1140,0,1229,253,99641,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:38,0,0,2024-12-02 00:26:41,1733099201,1733099198
1,2561,0,1229,253,77414,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:41,0,0,2024-12-02 00:26:43,1733099203,1733099201
1,1140,0,1229,253,99642,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:43,0,0,2024-12-02 00:26:45,1733099205,1733099203
1,635,0,1229,193,49786,15,3,391,0.0,1,1,1,111,2024-12-02 00:26:45,0,0,2024-12-02 00:26:46,1733099206,1733099205
1,2567,0,1229,253,77482,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:46,0,0,2024-12-02 00:26:47,1733099207,1733099206
1,635,0,1229,191,49797,15,3,389,0.0,1,1,1,111,2024-12-02 00:26:47,0,0,2024-12-02 00:26:48,1733099208,1733099207
1,1140,0,1229,253,99643,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:48,0,0,2024-12-02 00:26:50,1733099210,1733099208
1,635,0,1229,191,49819,15,3,389,0.0,1,1,1,111,2024-12-02 00:26:50,0,0,2024-12-02 00:26:51,1733099211,1733099210
1,2710,0,1229,331,78798,2,3,666,0.0,1,1,1,56,2024-12-02 00:26:51,0,0,2024-12-02 00:26:53,1733099213,1733099211
1,635,0,1229,191,49863,15,3,389,0.0,1,1,1,111,2024-12-02 00:26:53,0,0,2024-12-02 00:26:54,1733099214,1733099213
0,2435,1,1,167,75195,17,0,276,0.0,3,1,0,96,2024-12-02 00:26:54,0,0,2024-12-02 00:26:55,1733099215,1733099214
1,635,0,1229,191,49886,15,3,389,0.0,1,1,1,111,2024-12-02 00:26:55,0,0,2024-12-02 00:26:56,1733099216,1733099215
1,2351,0,1229,253,72911,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:56,0,0,2024-12-02 00:26:57,1733099217,1733099216
1,2710,0,1229,331,78800,2,3,666,0.0,1,1,1,56,2024-12-02 00:26:57,0,0,2024-12-02 00:26:58,1733099218,1733099217
1,1140,0,1229,253,99645,20,3,544,0.0,1,1,1,49,2024-12-02 00:26:58,0,0,2024-12-02 00:26:59,1733099219,1733099218
0,735,1,1,288,62514,0,0,555,0.0,3,1,0,78,2024-12-02 00:26:59,0,0,2024-12-02 00:27:00,1733099220,1733099219
0,190,1,0,324,88881,16,0,469,0.0,4,1,0,131,2024-12-02 00:27:00,0,0,2024-12-02 00:27:01,1733099221,1733099220
0,1224,1,0,324,47317,24,0,347,0.0,2,1,0,94,2024-12-02 00:27:01,0,0,2024-12-02 00:27:03,1733099223,1733099221
1,1140,0,1229,253,99646,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:03,0,0,2024-12-02 00:27:04,1733099224,1733099223
0,2471,1,0,324,50756,24,0,299,0.0,2,1,0,94,2024-12-02 00:27:04,0,0,2024-12-02 00:27:05,1733099225,1733099224
0,0,1,2,98,43493,26,0,1,1.0,2,1,0,74,2024-12-02 00:27:05,0,0,2024-12-02 00:27:06,1733099226,1733099225
1,635,0,1229,191,49974,15,3,389,0.0,1,1,1,111,2024-12-02 00:27:06,0,0,2024-12-02 00:27:08,1733099228,1733099226
1,635,0,1229,191,49997,15,3,389,0.0,1,1,1,111,2024-12-02 00:27:08,0,0,2024-12-02 00:27:09,1733099229,1733099228
1,635,0,1229,193,50030,15,3,391,0.0,1,1,1,111,2024-12-02 00:27:09,0,0,2024-12-02 00:27:10,1733099230,1733099229
0,0,1,10,136,58387,18,0,1,1.0,3,1,0,93,2024-12-02 00:27:10,0,0,2024-12-02 00:27:11,1733099231,1733099230
1,2191,0,1229,253,68943,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:11,0,0,2024-12-02 00:27:12,1733099232,1733099231
1,635,0,1229,193,50074,15,3,391,0.0,1,1,1,111,2024-12-02 00:27:12,0,0,2024-12-02 00:27:13,1733099233,1733099232
1,1274,0,1229,253,100756,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:13,0,0,2024-12-02 00:27:14,1733099234,1733099233
0,2882,1,295,168,53722,17,0,4,0.0,2,133,0,88,2024-12-02 00:27:14,0,0,2024-12-02 00:27:15,1733099235,1733099234
0,2882,1,0,307,53890,27,1,642,0.0,3,1,0,35,2024-12-02 00:27:15,0,0,2024-12-02 00:27:16,1733099236,1733099235
0,2871,1,0,307,53476,27,1,642,0.0,3,1,0,35,2024-12-02 00:27:16,0,0,2024-12-02 00:27:17,1733099237,1733099236
1,635,0,1229,193,50141,15,3,391,0.0,1,1,1,111,2024-12-02 00:27:17,0,0,2024-12-02 00:27:18,1733099238,1733099237
0,0,1,18,171,11071,26,2,1,1.0,3,1,0,100,2024-12-02 00:27:18,0,0,2024-12-02 00:27:19,1733099239,1733099238
0,0,1,33,171,44097,26,2,1,1.0,3,1,0,100,2024-12-02 00:27:19,0,0,2024-12-02 00:27:20,1733099240,1733099239
1,645,0,1228,253,95223,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:20,0,0,2024-12-02 00:27:21,1733099241,1733099240
0,0,1,0,217,7416,1,0,1,1.0,4,1,0,130,2024-12-02 00:27:21,0,0,2024-12-02 00:27:23,1733099243,1733099241
1,1274,0,1228,253,100758,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:23,0,0,2024-12-02 00:27:24,1733099244,1733099243
1,635,0,1228,193,50252,15,3,391,0.0,1,1,1,111,2024-12-02 00:27:24,0,0,2024-12-02 00:27:25,1733099245,1733099244
1,645,0,1228,253,95224,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:25,0,0,2024-12-02 00:27:26,1733099246,1733099245
1,2710,0,1228,173,78805,14,3,286,0.0,1,1,1,102,2024-12-02 00:27:26,0,0,2024-12-02 00:27:27,1733099247,1733099246
0,2271,1,33,32,49369,17,2,931,0.0,4,1,0,7,2024-12-02 00:27:27,0,0,2024-12-02 00:27:28,1733099248,1733099247
1,1274,0,1228,253,100759,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:28,0,0,2024-12-02 00:27:29,1733099249,1733099248
0,0,1,775,132,48231,18,0,1,1.0,3,1,0,92,2024-12-02 00:27:29,0,0,2024-12-02 00:27:30,1733099250,1733099249
1,645,0,1228,253,95225,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:30,0,0,2024-12-02 00:27:31,1733099251,1733099250
0,0,1,4,132,50245,18,0,1,1.0,3,1,0,92,2024-12-02 00:27:31,0,0,2024-12-02 00:27:33,1733099253,1733099251
1,1274,0,1228,253,100760,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:33,0,0,2024-12-02 00:27:34,1733099254,1733099253
0,2210,1,7,147,69523,17,0,168,0.0,3,1,0,89,2024-12-02 00:27:34,0,0,2024-12-02 00:27:35,1733099255,1733099254
0,147,1,0,179,56449,17,0,48,0.0,2,1,0,99,2024-12-02 00:27:35,0,0,2024-12-02 00:27:36,1733099256,1733099255
0,147,1,302,25,56260,17,2,902,0.0,4,1,0,15,2024-12-02 00:27:36,0,0,2024-12-02 00:27:37,1733099257,1733099256
0,269,1,0,307,58817,27,1,642,0.0,3,1,0,35,2024-12-02 00:27:37,0,0,2024-12-02 00:27:38,1733099258,1733099257
1,2710,0,1228,173,78808,14,3,286,0.0,1,1,1,102,2024-12-02 00:27:38,0,0,2024-12-02 00:27:40,1733099260,1733099258
1,645,0,1228,253,95227,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:40,0,0,2024-12-02 00:27:41,1733099261,1733099260
0,2393,1,6,209,45478,17,0,462,1.0,2,1,0,2,2024-12-02 00:27:41,0,0,2024-12-02 00:27:43,1733099263,1733099261
1,433,0,1228,253,93405,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:43,0,0,2024-12-02 00:27:44,1733099264,1733099263
0,1101,1,9,147,65611,17,0,168,0.0,3,1,0,89,2024-12-02 00:27:44,0,0,2024-12-02 00:27:45,1733099265,1733099264
1,645,0,1228,253,95228,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:45,0,0,2024-12-02 00:27:46,1733099266,1733099265
1,2335,0,1228,253,72249,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:46,0,0,2024-12-02 00:27:47,1733099267,1733099266
1,2710,0,1228,173,78810,14,3,286,0.0,1,1,1,102,2024-12-02 00:27:47,0,0,2024-12-02 00:27:48,1733099268,1733099267
1,433,0,1228,253,93407,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:48,0,0,2024-12-02 00:27:50,1733099270,1733099268
1,375,0,1228,253,92882,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:50,0,0,2024-12-02 00:27:51,1733099271,1733099270
1,2335,0,1228,253,72250,20,3,544,0.0,1,1,1,49,2024-12-02 00:27:51,0,0,2024-12-02 00:27:53,1733099273,1733099271
1,246,0,1228,191,34321,15,3,389,0.0,1,1,1,111,2024-12-02 00:27:53,0,0,2024-12-02 00:27:54,1733099274,1733099273
1,246,0,1228,191,31867,15,3,389,0.0,1,1,1,111,2024-12-02 00:27:54,0,0,2024-12-02 00:27:55,1733099275,1733099274
1,246,0,1228,193,34323,15,3,391,0.0,1,1,1,111,2024-12-02 00:27:55,0,0,2024-12-02 00:27:56,1733099276,1733099275
1,246,0,1228,193,31868,15,3,391,0.0,1,1,1,111,2024-12-02 00:27:56,0,0,2024-12-02 00:27:58,1733099278,1733099276
0,2282,1,0,324,45423,16,0,469,0.0,4,1,0,131,2024-12-02 00:27:58,0,0,2024-12-02 00:28:00,1733099280,1733099278
